time,pl_lung,pl_liver,pl_heart,pl_muscle,pl_skin,pl_adipose,pl_bone,pl_brain,pl_kidney,pl_si,pl_li,pl_pancreas,pl_thymus,pl_spleen,adcplasma,dose
658.99,2.0608551692521118e-7,2.2310482915389403e-7,6.3125341299097735e-9,1.241245097843444e-8,6.247950241030533e-8,1.5009074854832535e-8,3.568034527229541e-8,1.523132238836813e-8,1.0092510986632486e-7,6.597843980087204e-8,7.598771656207589e-8,2.1064780930529267e-9,3.41031409527611e-8,6.138833313936781e-7,0.0006138693984231888,0.025 mg/kg
659.99,2.0554937423192095e-7,2.2251041035515269e-7,6.2960858909832274e-9,1.2381071526976158e-8,6.232133711224347e-8,1.4971375900308212e-8,3.559317976823267e-8,1.5192092027385992e-8,1.0065843710224734e-7,6.580435282262772e-8,7.579016878431153e-8,2.1009126208100406e-9,3.401303490727742e-8,6.122561383821272e-7,0.0006115914810397533,0.025 mg/kg
660.99,2.0501224017760048e-7,2.2191509659969566e-7,6.279607699632615e-9,1.234962508499322e-8,6.216283265935151e-8,1.49336023157808e-8,3.550481461969716e-8,1.5152783667687568e-8,1.0039133028222927e-7,6.562998083697833e-8,7.559225640721828e-8,2.0953381142889546e-9,3.392278285689506e-8,6.106264048305553e-7,0.0006093263792477828,0.025 mg/kg
661.99,2.0447417096269396e-7,2.2131895104593177e-7,6.263101193142475e-9,1.2318114733137992e-8,6.20040049668583e-8,1.489575769522448e-8,3.541535561001405e-8,1.5113401586256838e-8,1.0012381544526425e-7,6.545534009783452e-8,7.539399889500958e-8,2.089755092829462e-9,3.38323932512359e-8,6.089943114425478e-7,0.0006070775944456142,0.025 mg/kg
662.99,2.0393522278764558e-7,2.207220368522697e-7,6.246568008797341e-9,1.2286543552062843e-8,6.184486994999267e-8,1.4857845632613432e-8,3.532490852250852e-8,1.5073950060077788e-8,9.985591863034592e-8,6.528044685910698e-8,7.519541571189891e-8,2.084164075771357e-9,3.374187453992184e-8,6.073600389216903e-7,0.0006048486280315839,0.025 mg/kg
663.99,2.033954518305174e-7,2.2012441269296724e-7,6.230009784711689e-9,1.2254914576926171e-8,6.168544323123095e-8,1.4819869635629418e-8,3.523372339687994e-8,1.503443336815765e-8,9.958766588813655e-8,6.510531716855803e-8,7.49965263046255e-8,2.0785655762779085e-9,3.365123512455307e-8,6.057237534301635e-7,0.000602642248716403,0.025 mg/kg
664.99,2.0285491535446561e-7,2.1952609560767486e-7,6.213428232870205e-9,1.2223230582259519e-8,6.152573841986206e-8,1.4781832598267137e-8,3.514330659125955e-8,1.49948558691134e-8,9.931908441515974e-8,6.492996606820886e-8,7.479735082848207e-8,2.0729600792042975e-9,3.356048341789544e-8,6.040854835592998e-7,0.0006004531944132152,0.025 mg/kg
665.99,2.0231367333126815e-7,2.1892713742032692e-7,6.196825188547852e-9,1.219149501269417e-8,6.136577277833904e-8,1.4743738451582765e-8,3.505388255237469e-8,1.495522202512473e-8,9.90502033516817e-8,6.475441198013083e-8,7.459791128168135e-8,2.067348174256481e-9,3.346962910134095e-8,6.024453656883588e-7,0.000598279479048913,0.025 mg/kg
666.99,2.0177178605930793e-7,2.1832760229548666e-7,6.1802024982973105e-9,1.2159711471222843e-8,6.120556451928438e-8,1.4705591402550808e-8,3.496526169689755e-8,1.491553630527037e-8,9.87810520185165e-8,6.45786740799042e-8,7.439822988901395e-8,2.0617304740908803e-9,3.337868208211943e-8,6.008035756913791e-7,0.000596120881261045,0.025 mg/kg
667.99,2.012293138369678e-7,2.177275543977174e-7,6.1635620086712615e-9,1.2127883560838253e-8,6.104513185532056e-8,1.4667395658145771e-8,3.487725444150029e-8,1.4875803178629033e-8,9.851165973647824e-8,6.440277154310914e-8,7.419832887527047e-8,2.0561075913639175e-9,3.328765226746069e-8,5.991602894423993e-7,0.0005939771796871599,0.025 mg/kg
